eform_target,SLICES,eform_m3gnet,poscar
-1,Tb Eu Ta Pt C Bi Pd Pd Pd 0 2 ooo 0 5 ooo 0 4 oo+ 1 7 +oo 1 6 oo+ 1 6 --- 1 6 o-o 1 6 --o 1 8 o-o 2 8 ooo 2 5 ooo 3 3 ooo 3 6 o-- 3 7 ooo 3 6 -o- 3 6 oo- 3 5 o--,-0.48335300800274816,Tb1 Eu1 Ta1 Bi1 Pd3 Pt1 C1\n1.0\n   4.8638988710551398    0.0000000000000000    0.0000000000000000\n  -1.7821393327605590    5.4468361981124165    0.0000000000000000\n  -0.2853522493670964   -1.5836262303698143    7.2040959018245401\nTb Eu Ta Bi Pd Pt C\n1 1 1 1 3 1 1\ndirect\n   0.6553935457476646    0.6293580245417212    0.7400123189788367 Tb\n   0.9763478840053739    0.3992589261386777    0.1013798129822682 Eu\n   0.5269898627909528    0.9162319850798442    0.3165707885154098 Ta\n   0.3442537536742419    0.0502279131805803    0.8230230999058388 Bi\n   0.0474534456384927    0.9251364514886011    0.1089009826445251 Pd\n   0.1015817622041229    0.5939582102706589    0.5292001498133082 Pd\n   0.0575497087799196    0.0888888311063006    0.5245412341754281 Pd\n   0.5092666572681357    0.3578670100340208    0.3406265942801271 Pt\n   0.7456530209762917    0.7267996222046514    0.4344131745937632 C\n
-1,Dy Cs Cs Yb Mg Tl Se Ge H 0 4 ooo 0 4 ooo 0 4 oo+ 0 5 +o- 0 4 o+o 1 7 ooo 1 4 ooo 1 5 -o- 1 2 ooo 1 3 oo+ 1 3 --o 1 3 oo- 1 3 ooo 1 5 o-o 1 4 o+o 1 4 ooo 1 4 +-o 2 5 -oo 2 5 ooo 2 6 --o 2 7 -+o 2 6 o+- 2 5 -oo 2 4 ooo 2 8 +oo 3 5 oo- 3 4 +oo 3 4 ooo 3 5 ooo 3 5 --o 3 5 -oo 3 7 ooo 3 6 ooo 3 8 +o- 4 5 ooo 4 5 --o 4 7 ooo,-0.437617290450689,Cs2 Yb1 Dy1 Mg1 Tl1 Ge1 H1 Se1\n1.0\n   5.0761991946543379    0.0000000000000000    0.0000000000000000\n  -0.3253277236464374   -6.3431954059405582    0.0000000000000000\n  -1.1151175311551953    0.0252944746860282  -11.6163179947883872\nCs Yb Dy Mg Tl Ge H Se\n2 1 1 1 1 1 1 1\ndirect\n   0.4737524723917969    0.8163268580939417    0.8332642127243006 Cs\n   0.7533304248072273    0.8656010119255293    0.4496433086422542 Cs\n   0.8395957757671473    0.2667570990864154    0.7164626442096057 Yb\n   0.9822979728100567    0.2513565421104662    0.0739281216137729 Dy\n   0.4806459397023819    0.0076717133230756    0.1247133631725510 Mg\n   0.5095536988225956    0.5147383681280611    0.1601024397494322 Tl\n   0.4533620105149098    0.3202553560069842    0.9398195108245555 Ge\n   0.8140416957658287    0.1683494352051274    0.8992459634219330 H\n   0.3056752596638437    0.1402447338510586    0.6168245005850548 Se\n
-1,Rb Gd Cr W Rb O O O O O O O O O O O 0 6 ooo 0 10 ooo 0 13 ooo 0 10 oo+ 0 12 ooo 0 9 oo+ 1 10 oo+ 1 5 ooo 1 11 ooo 1 11 oo+ 1 9 o-o 1 7 ooo 2 12 ooo 2 13 ooo 2 12 ooo 2 6 ooo 2 6 ooo 2 13 +oo 2 12 ooo 3 14 -o+ 3 12 oo- 3 12 ooo 3 12 ooo 3 15 oo- 3 11 ooo 3 9 -oo 4 12 oo- 4 10 ooo 4 8 ooo 4 8 ooo 4 15 ooo 5 13 ++o 5 15 +oo 5 13 ooo 5 8 ooo 5 8 +oo 5 11 o-o 5 9 +oo 5 10 ooo 5 15 ooo 5 14 ooo,-1.0824202967956547,Rb2 Gd1 Cr1 W1 O11\n1.0\n   5.6304484568956310    0.0000000000000000    0.0000000000000000\n   1.8461536085015446   -6.5462320229314255    0.0000000000000000\n   2.1574763752857051   -3.0587163867568448  -13.0126586250435619\nRb Gd Cr W O\n2 1 1 1 11\ndirect\n   0.3332168235402016    0.4888393183784535    0.7949653261957108 Rb\n   0.8474795150209036    0.4471831730647677    0.4789675629826771 Rb\n   0.9435454813395573    0.0101444904671441    0.8767461056207226 Gd\n   0.3692162962368434    0.8942279599869136    0.9971258204975247 Cr\n   0.6615368303337058    0.9611514071638745    0.6976070782381626 W\n   0.6687559582832886    0.1897798608408872    0.7462603868383881 O\n   0.3498109210291862    0.8819159587772889    0.8752318938172529 O\n   0.1648826106195668    0.7125598325399281    0.4636596897132192 O\n   0.0913017025310769    0.0603095675232543    0.0251733069680788 O\n   0.4433550946298762    0.6471328656672420    0.0462001726047093 O\n   0.8737236874028822    0.7896601123754364    0.7984231725756128 O\n   0.6255572358697519    0.9833532109827493    0.9942038493092931 O\n   0.7622263877499994    0.0722210146500466    0.5692231727004891 O\n   0.3386313703334645    0.5223514633272848    0.4456746540927996 O\n   0.4022794294394765    0.8639199985194357    0.6850187153805249 O\n   0.0756666269632925    0.8210555735714116    0.3775605229309156 O\n
-1,Na Ta Zn P Y O O O O O O O O O F S 0 5 ooo 0 11 ooo 0 6 -oo 0 11 o-+ 0 12 ooo 0 8 o+o 0 12 ooo 1 14 ooo 1 6 o-+ 1 9 oo- 1 11 o-o 1 11 ooo 1 8 oo- 1 10 oo- 1 10 ooo 2 9 o+- 2 8 ooo 2 9 ooo 2 13 -o- 2 9 oo+ 2 8 +o- 2 10 o-- 3 7 ooo 3 12 ooo 3 10 +oo 3 10 oo+ 4 5 o+o 4 6 -o+ 4 6 o-o 4 7 o+o 4 15 oo- 5 10 +oo 5 6 ooo 5 8 ooo 6 9 ooo 6 11 +oo 6 7 +oo 6 7 oo+ 7 8 ooo 7 9 ooo 7 8 ooo 7 12 o+o,-2.1166250911418514,Na1 Y1 Ta1 Zn1 P1 S1 O9 F1\n1.0\n   3.6629052631889132    0.0000000000000000    0.0000000000000000\n  -0.3706015728698620    8.3693766454424665    0.0000000000000000\n  -1.4399821466789375   -1.4305780109032638    9.7546246184375320\nNa Y Ta Zn P S O F\n1 1 1 1 1 1 9 1\ndirect\n   0.9515959032331269    0.8491833778776512    0.4652586473491355 Na\n   0.3444322557517938    0.0876505059746341    0.1380302806247884 Y\n   0.0858910232677633    0.7276400612488652    0.8029702008926818 Ta\n   0.1164796654037671    0.4485017262370788    0.5487550030890044 Zn\n   0.6796276046900317    0.1790801646449939    0.4912842361594595 P\n   0.2542100647755832    0.6654718890331203    0.1220419817258453 S\n   0.1442562538652072    0.8191362112199072    0.2006712883975634 O\n   0.4655617039285978    0.0204711882413965    0.4820301681174124 O\n   0.7925546906110623    0.2119366880744509    0.3542828956680379 O\n   0.8161539990737053    0.1372015936008317    0.0621959261486020 O\n   0.4992126376585615    0.5736605495928622    0.2078719726142141 O\n   0.6026448217754280    0.3513409897412384    0.5725645907600913 O\n   0.5917009161314464    0.6581729651272716    0.8433915427258433 O\n   0.0982654552683873    0.6690754259074628    0.6113834883993757 O\n   0.1123493874161558    0.9383701515893712    0.8269635590478619 O\n   0.0177467953658885    0.1582161488221160    0.6081149961666720 F\n
-1,Sm La Cu Mg Mn Te P 0 3 o-- 0 3 oo+ 0 3 oo- 0 3 oo+ 0 5 ooo 0 6 -o- 0 4 o+o 0 2 +oo 1 2 +oo 1 2 -oo 1 4 ooo 1 4 ooo 1 4 +-o 1 4 o-o 1 4 o-+ 1 4 ooo 2 4 o-o 2 4 +o+ 2 4 --- 2 4 ooo 2 4 oo+ 3 3 --- 3 4 -oo 3 4 ooo 3 4 -oo 3 5 oo- 3 5 -oo,-0.6484902482114298,La1 Sm1 Mg1 Mn1 Cu1 Te1 P1\n1.0\n   4.1182852995633450    0.0000000000000000    0.0000000000000000\n  -1.5867729495304470    5.3280400005853847    0.0000000000000000\n  -0.6050336025243978   -1.9843580071753326    8.0037812241507265\nLa Sm Mg Mn Cu Te P\n1 1 1 1 1 1 1\ndirect\n   0.4191406725375208    0.2692668697789378    0.6149564524194112 La\n   0.7607955597821145    0.9773209162967764    0.0004069794996134 Sm\n   0.6062650926112821    0.5139908396987133    0.2380749355403718 Mg\n   0.1043175363128120    0.5172345283491523    0.9777530699136803 Mn\n   0.2350327264752460    0.9324086627156571    0.2454423170478022 Cu\n   0.1238772063765068    0.7331796616533214    0.7185453668624768 Te\n   0.8060015331849314    0.0814728337626551    0.3516180623700755 P\n
-1,Zr Y Sn P 0 3 +oo 0 2 o-o 0 2 +oo 0 2 +oo 0 2 -oo 0 2 oo- 0 2 -oo 1 3 ooo 1 3 o++ 1 2 ooo 1 2 o-+ 1 2 o-o,-0.9976000942430483,Y1 Zr1 Sn1 P1\n1.0\n  -3.7249444129826599    0.0000000000000000    0.0000000000000000\n  -0.0028210407967416   -4.5880197014448258    0.0000000000000000\n   1.7641597401097224    0.0340798869962445    5.3669608570823977\nY Zr Sn P\n1 1 1 1\ndirect\n   0.7915709511981319    0.5645045263422338    0.5491881474644293 Y\n   0.0417720359902284    0.0588996829463062    0.1164794469655329 Zr\n   0.3557381647048723    0.0665453486688862    0.6776503110180370 Sn\n   0.3354085155171395    0.5602636617056090    0.0565296214542239 P\n
-1,Ti Ce Ag Gd Li La Eu Cu Nb Sb Sb Sb 0 5 ooo 0 10 oo+ 0 8 o-- 0 6 +oo 0 3 ooo 1 3 o-o 1 11 --o 1 8 +oo 1 6 o-o 1 6 +oo 1 2 ooo 1 2 ooo 1 4 ooo 1 9 ooo 1 10 -oo 2 4 -oo 2 7 ooo 2 3 ooo 2 4 ooo 2 6 ooo 2 7 ooo 3 6 o-o 3 9 -oo 3 9 ooo 3 11 ooo 4 10 o-+ 4 7 ooo 4 11 ooo 4 10 ooo 4 11 +o- 5 6 o+o 5 11 ooo 5 9 ooo 5 8 oo- 5 8 o+o 5 10 ooo,-0.38636674926277276,Li1 La1 Ce1 Eu1 Gd1 Ti1 Nb1 Cu1 Ag1 Sb3\n1.0\n  -5.7088144055625767    0.0000000000000000    0.0000000000000000\n  -0.0150654432054629   -6.5216524890450653    0.0000000000000000\n   2.0106865801809390    3.0735182248857731    8.1342002405337777\nLi La Ce Eu Gd Ti Nb Cu Ag Sb\n1 1 1 1 1 1 1 1 1 3\ndirect\n   0.8448829491148442    0.4738296702194111    0.8760592683320003 Li\n   0.8132932978762105    0.0720872659253686    0.5914352166264463 La\n   0.1081189558951108    0.7843855811650443    0.1984808870872876 Ce\n   0.1232108073312599    0.3248403687789176    0.3513029169239497 Eu\n   0.3567452863437035    0.7148294214784033    0.8498576226082042 Gd\n   0.8839754353712412    0.9595937366595487    0.9478004544145109 Ti\n   0.5686109087690908    0.5824599240506916    0.2660701680542794 Nb\n   0.7445763699673706    0.3086821140709670    0.0478005523759264 Cu\n   0.3042206729890211    0.7995095403563004    0.5363688270204883 Ag\n   0.2462575303953547    0.2874298990005804    0.9561711973641147 Sb\n   0.7337409269608660    0.5954737324614240    0.6137887691092558 Sb\n   0.6139149629982532    0.0113109225419117    0.2082718096654486 Sb\n
-2,I Pd Mo O O O O O 0 3 oo- 0 3 +oo 0 4 -oo 0 6 oo+ 0 6 o+o 0 6 +oo 0 6 ooo 0 7 --o 0 4 o+o 1 4 --o 1 4 ooo 1 5 ooo 1 4 -oo 1 4 ooo 1 5 ooo 1 5 o+o 1 5 ooo 1 7 ++o 1 4 o-o 1 4 ooo 2 4 oo- 2 5 o+o 2 5 ooo 2 5 ooo 2 5 oo+ 3 5 oo- 3 4 ooo 3 4 ooo,0.01813589472167987,Mo1 Pd1 I1 O5\n1.0\n   3.9825963620746316    0.0000000000000000    0.0000000000000000\n   0.6881414697479576    5.9202879803693467    0.0000000000000000\n   0.9463338320033613    0.7174961922991954    6.4353102829946671\nMo Pd I O\n1 1 1 5\ndirect\n   0.1182104620893071    0.4214108477196145    0.1126227800014749 Mo\n   0.0893124728935255    0.4030978345412377    0.7230417341065478 Pd\n   0.6584348317653314    0.1032274529609597    0.7008991587132123 I\n   0.4434364033730575    0.5487991762716178    0.2720249703381645 O\n   0.1817365209941741    0.6367949912676691    0.8926372107072561 O\n   0.2526863761879252    0.1014519191241301    0.1898441455908083 O\n   0.1289646918056038    0.5626711967723677    0.4004543087872404 O\n   0.8951448710645999    0.1380162797460230    0.1851221074295942 O\n
-2,Zn Cl Ti V O O O O O O O O O 0 8 ooo 0 10 ooo 0 10 o+o 0 11 ooo 0 8 ooo 0 6 +oo 0 7 -oo 0 8 ooo 1 9 -oo 1 6 o-o 1 6 ooo 1 3 ooo 1 4 ooo 1 6 ooo 1 4 ooo 1 7 ooo 2 7 o-o 2 10 --o 2 7 ooo 2 5 ooo 2 6 -oo 3 7 ooo 3 8 +o- 3 9 ooo 3 8 +oo 3 10 oo- 4 11 o-o 4 8 +oo 4 11 oo- 4 9 ooo 4 8 +o+ 4 11 +oo 5 4 o+o 5 12 ooo 5 7 ooo 5 11 ooo 5 8 ooo 6 8 o-+ 6 9 o+o 6 10 ooo,-1.0705414885144917,Ti1 V1 Zn1 Cl1 O9\n1.0\n   5.2817113168931398    0.0000000000000000    0.0000000000000000\n  -2.0323727601887001    7.9148389293575541    0.0000000000000000\n  -0.7287041138064859   -2.6780879077092963    8.2682869102971175\nTi V Zn Cl O\n1 1 1 1 9\ndirect\n   0.7541169161514165    0.9270938855423947    0.6469507443771861 Ti\n   0.2618621312526033    0.9345736432147254    0.5529821074256867 V\n   0.1981772054486552    0.7705028125224898    0.8784935225096409 Zn\n   0.4653998684606589    0.6022743463859549    0.8753690697335990 Cl\n   0.8525350174289738    0.2650582728326529    0.0918083847946888 O\n   0.5225585018189951    0.0963305321770598    0.6782280104146428 O\n   0.0777901348000262    0.7963349107256132    0.0876216917188737 O\n   0.9764807797606688    0.1511806421482753    0.0592752231419899 O\n   0.9382725264637398    0.9903561639816860    0.5046731149809704 O\n   0.0416709266776973    0.8571616858815777    0.7173644955242917 O\n   0.2654254041295751    0.7902221316643798    0.2084121454127621 O\n   0.4468565561768520    0.7609656982143800    0.5412087934066901 O\n   0.3181233741495926    0.9426424911052562    0.3435832219095015 O\n
-2,Rb Ca Sc Ti Cl Cl Cl Si S As 0 9 ooo 0 6 ooo 0 5 +o+ 0 7 ooo 0 7 oo- 0 5 o-o 1 8 -o- 1 7 ooo 1 7 -oo 1 6 -oo 1 6 +oo 1 6 o-o 1 6 ooo 1 6 oo+ 1 6 ooo 1 8 ooo 1 8 +oo 1 2 ooo 2 5 ooo 2 5 o+o 2 5 -o- 2 8 o-- 2 9 +oo 2 5 o-- 3 6 +oo 3 8 ooo 3 9 o+o 3 9 o-- 3 6 ooo 4 8 -o- 4 9 +oo 4 6 oo+ 4 7 o-- 4 7 ooo,-1.5670187516788467,Rb1 Ca1 Sc1 Ti1 Si1 As1 S1 Cl3\n1.0\n   6.9351853432674053    0.0000000000000000    0.0000000000000000\n  -1.2351568684531340   -6.9886853174603702    0.0000000000000000\n  -3.3775255834167548    0.0609921981607866   -6.8123919535366042\nRb Ca Sc Ti Si As S Cl\n1 1 1 1 1 1 1 3\ndirect\n   0.9095946134571077    0.2622478296787698    0.0876418648243354 Rb\n   0.7554525376564865    0.7542399561245917    0.6313458392759175 Ca\n   0.4225157594457180    0.7645993022526009    0.0720197483502418 Sc\n   0.2117492255292711    0.6417483647449953    0.5612602429380557 Ti\n   0.5120537094576256    0.5526102003356599    0.8635119215449636 Si\n   0.4683246221232414    0.9100535518501233    0.7453536684879138 As\n   0.3391244854079648    0.5750559790879171    0.3384005945535485 S\n   0.8333290418636781    0.8438529650015160    0.3153650744397247 Cl\n   0.1003374586420371    0.9264038296457591    0.9702282859810535 Cl\n   0.9105972246760400    0.4267085170338678    0.6052175276701643 Cl\n
-2,Mn Tb Sn Tm Ru S 0 4 oo- 0 4 oo- 0 4 o-- 0 3 --o 0 3 -oo 0 2 o-- 1 2 o-o 1 2 o+o 1 3 +o+ 1 5 +oo 1 5 ooo 1 5 oo- 1 5 ooo,-0.6994873924793824,Tb1 Tm1 Mn1 Sn1 Ru1 S1\n1.0\n   3.9117896902534923    0.0000000000000000    0.0000000000000000\n  -1.9372658824985738   -5.1438351228436883    0.0000000000000000\n  -1.9249245631773559    0.6002305758594052   -6.2604479956973718\nTb Tm Mn Sn Ru S\n1 1 1 1 1 1\ndirect\n   0.7838119480507675    0.2903856753938719    0.3448383834137625 Tb\n   0.2988610802218975    0.6556785471774655    0.0084272932554150 Tm\n   0.9996689397101285    0.0720026186071759    0.9929127194129966 Mn\n   0.6141302352930977    0.7149792071877822    0.6148680412058433 Sn\n   0.0445350895757238    0.8590291427350318    0.3255249203410605 Ru\n   0.5361682870466992    0.2310509867829795    0.9106189670873782 S\n
